expiry,type,strike,IV(%),mid,fair_value,r_used
2026-06-30,C,565.0,27.77,107.845,121.5574,0.03845
2026-06-30,C,566.0,27.67,107.0,120.7239,0.03845
2026-06-30,C,568.0,27.47,105.335,119.0498,0.03845
2026-06-30,C,569.0,27.63,104.54,118.6828,0.03845
2026-06-30,C,570.0,27.28,103.705,117.3791,0.03845
2026-06-30,C,575.0,27.02,99.62,113.6371,0.03845
2026-06-30,C,577.0,0.0,87.46,66.1998,0.03845
2026-06-30,C,578.0,26.73,97.195,111.1406,0.03845
2026-06-30,C,579.0,26.64,96.375,110.3025,0.03845
2026-06-30,C,580.0,26.3,95.555,109.0182,0.03845
2026-06-30,C,581.0,26.22,94.76,108.2142,0.03845
2026-06-30,C,583.0,24.81,89.445,104.2492,0.03845
2026-06-30,C,584.0,24.68,88.585,103.3443,0.03845
2026-06-30,C,585.0,25.81,91.505,104.8295,0.03845
2026-06-30,C,587.0,24.37,86.145,100.7729,0.03845
2026-06-30,C,590.0,25.34,87.555,100.7843,0.03845
2026-06-30,C,594.0,24.96,84.365,97.5291,0.03845
2026-06-30,C,595.0,24.86,83.595,96.6992,0.03845
2026-06-30,C,596.0,24.95,82.815,96.2532,0.03845
2026-06-30,C,597.0,24.68,82.04,95.0879,0.03845
2026-06-30,C,599.0,24.66,80.48,93.7899,0.03845
2026-06-30,C,600.0,24.55,79.705,92.9572,0.03845
2026-06-30,C,601.0,24.29,78.895,91.7932,0.03845
2026-06-30,C,603.0,24.26,77.365,90.5507,0.03845
2026-06-30,C,605.0,24.06,75.83,88.9473,0.03845
2026-06-30,C,606.0,23.96,75.05,88.1502,0.03845
2026-06-30,C,607.0,23.87,74.29,87.3523,0.03845
2026-06-30,C,608.0,23.78,73.53,86.5697,0.03845
2026-06-30,C,609.0,23.67,72.76,85.7559,0.03845
2026-06-30,C,610.0,23.57,72.005,84.9511,0.03845
2026-06-30,C,613.0,23.28,69.73,82.5545,0.03845
2026-06-30,C,614.0,23.05,68.97,81.4604,0.03845
2026-06-30,C,615.0,23.09,68.24,80.9494,0.03845
2026-06-30,C,616.0,23.0,67.485,80.1563,0.03845
2026-06-30,C,617.0,22.76,66.735,79.0756,0.03845
2026-06-30,C,618.0,22.68,65.99,78.3288,0.03845
2026-06-30,C,619.0,22.57,65.21,77.5331,0.03845
2026-06-30,C,620.0,22.47,64.51,76.7531,0.03845
2026-06-30,C,621.0,22.37,63.745,75.9807,0.03845
2026-06-30,C,622.0,22.3,63.03,75.2527,0.03845
2026-06-30,C,623.0,22.33,62.3,74.767,0.03845
2026-06-30,C,624.0,22.24,61.585,73.9945,0.03845
2026-06-30,C,625.0,22.13,60.835,73.2009,0.03845
2026-06-30,C,626.0,22.04,60.11,72.4318,0.03845
2026-06-30,C,627.0,21.83,59.375,71.3952,0.03845
2026-06-30,C,628.0,21.86,58.69,70.8945,0.03845
2026-06-30,C,629.0,21.62,57.915,69.8147,0.03845
2026-06-30,C,630.0,21.65,57.26,69.3082,0.03845
2026-06-30,C,631.0,21.45,56.54,68.3003,0.03845
2026-06-30,C,632.0,21.35,55.805,67.5582,0.03845
2026-06-30,C,633.0,21.37,55.13,67.0722,0.03845
2026-06-30,C,634.0,21.27,54.425,66.3237,0.03845
2026-06-30,C,635.0,21.07,53.73,65.3321,0.03845
2026-06-30,C,636.0,20.98,53.02,64.5969,0.03845
2026-06-30,C,637.0,20.99,52.335,64.0973,0.03845
2026-06-30,C,638.0,20.9,51.635,63.354,0.03845
2026-06-30,C,639.0,20.81,50.95,62.6098,0.03845
2026-06-30,C,640.0,20.6,50.26,61.5989,0.03845
2026-06-30,C,642.0,20.43,48.91,60.1383,0.03845
2026-06-30,C,643.0,20.43,48.235,59.6098,0.03845
2026-06-30,C,644.0,20.34,47.565,58.8861,0.03845
2026-06-30,C,645.0,20.25,46.9,58.1854,0.03845
2026-06-30,C,650.0,19.71,43.615,54.4326,0.03845
2026-06-30,C,655.0,19.35,40.415,51.0863,0.03845
2026-06-30,C,660.0,18.83,37.32,47.5346,0.03845
2026-06-30,C,665.0,18.37,34.335,44.1092,0.03845
2026-06-30,C,670.0,17.96,31.48,40.9521,0.03845
2026-06-30,C,675.0,17.59,28.75,37.8882,0.03845
2026-06-30,C,680.0,17.18,26.16,34.9064,0.03845
2026-06-30,C,685.0,16.82,23.715,32.0167,0.03845
2026-06-30,C,690.0,16.46,21.405,29.3606,0.03845
2026-06-30,C,695.0,16.15,19.245,26.8131,0.03845
2026-06-30,C,700.0,15.83,17.25,24.4135,0.03845
2026-06-30,C,705.0,15.52,15.405,22.1062,0.03845
2026-06-30,C,710.0,15.24,13.645,19.9665,0.03845
2026-06-30,C,715.0,14.99,12.165,18.0443,0.03845
2026-06-30,C,720.0,14.76,10.76,16.2179,0.03845
2026-06-30,C,725.0,14.54,9.495,14.5657,0.03845
2026-06-30,C,730.0,14.35,8.36,13.0592,0.03845
2026-06-30,C,735.0,14.17,7.335,11.6376,0.03845
2026-06-30,C,740.0,14.0,6.42,10.4004,0.03845
2026-06-30,C,745.0,13.86,5.615,9.2593,0.03845
2026-06-30,C,750.0,13.72,4.895,8.2018,0.03845
2026-06-30,C,755.0,13.6,4.265,7.2984,0.03845
2026-06-30,C,760.0,13.48,3.675,6.4508,0.03845
2026-06-30,C,765.0,13.39,3.225,5.7113,0.03845
2026-06-30,C,770.0,13.31,2.8,5.0643,0.03845
2026-06-30,C,775.0,13.26,2.425,4.4828,0.03845
2026-06-30,C,780.0,13.2,2.12,3.9766,0.03845
2026-06-30,C,785.0,13.15,1.845,3.5175,0.03845
2026-06-30,C,790.0,13.12,1.605,3.1266,0.03845
2026-06-30,C,795.0,13.12,1.405,2.791,0.03845
2026-06-30,C,800.0,13.11,1.23,2.4832,0.03845
2026-06-30,C,805.0,13.12,1.08,2.2259,0.03845
2026-06-30,C,810.0,13.14,0.95,1.9973,0.03845
2026-06-30,C,815.0,13.18,0.84,1.8012,0.03845
2026-06-30,C,820.0,13.21,0.745,1.6233,0.03845
2026-06-30,P,410.0,32.17,3.975,409.9961,0.03845
2026-06-30,P,420.0,33.6,4.95,419.9977,0.03845
2026-06-30,P,430.0,32.73,5.475,429.9968,0.03845
2026-06-30,P,440.0,28.59,4.64,439.9851,0.03845
2026-06-30,P,445.0,27.94,4.845,444.981,0.03845
2026-06-30,P,450.0,27.54,5.055,449.978,0.03845
2026-06-30,P,455.0,27.15,5.275,454.9745,0.03845
2026-06-30,P,460.0,26.77,5.515,459.9706,0.03845
2026-06-30,P,465.0,26.38,5.765,464.9661,0.03845
2026-06-30,P,470.0,26.01,6.03,469.961,0.03845
2026-06-30,P,475.0,25.64,6.31,474.9552,0.03845
2026-06-30,P,480.0,25.27,6.605,479.9486,0.03845
2026-06-30,P,485.0,24.95,6.94,484.9422,0.03845
2026-06-30,P,490.0,24.54,7.24,489.9326,0.03845
2026-06-30,P,495.0,24.19,7.585,494.923,0.03845
2026-06-30,P,500.0,23.83,7.945,499.9119,0.03845
2026-06-30,P,505.0,23.48,8.33,504.8996,0.03845
2026-06-30,P,510.0,23.13,8.735,509.8857,0.03845
2026-06-30,P,515.0,22.77,9.155,514.8695,0.03845
2026-06-30,P,520.0,22.43,9.6,519.8515,0.03845
2026-06-30,P,525.0,22.13,10.11,524.8341,0.03845
2026-06-30,P,530.0,21.74,10.575,529.8082,0.03845
2026-06-30,P,535.0,21.4,11.095,534.7822,0.03845
2026-06-30,P,540.0,21.06,11.64,539.7524,0.03845
2026-06-30,P,545.0,20.72,12.22,544.7185,0.03845
2026-06-30,P,550.0,20.37,12.825,549.68,0.03845
2026-06-30,P,554.0,20.15,13.375,553.6528,0.03845
2026-06-30,P,555.0,20.04,13.465,554.6371,0.03845
2026-06-30,P,556.0,19.97,13.595,555.6275,0.03845
2026-06-30,P,557.0,19.89,13.725,556.6174,0.03845
2026-06-30,P,558.0,19.84,13.84,557.6097,0.03845
2026-06-30,P,559.0,19.8,14.03,558.6034,0.03845
2026-06-30,P,560.0,19.69,14.13,559.587,0.03845
2026-06-30,P,561.0,19.66,14.305,560.5828,0.03845
2026-06-30,P,562.0,19.55,14.4,561.5643,0.03845
2026-06-30,P,563.0,19.48,14.545,562.5537,0.03845
2026-06-30,P,564.0,19.41,14.685,563.5416,0.03845
2026-06-30,P,565.0,19.34,14.825,564.5293,0.03845
2026-06-30,P,566.0,19.32,15.015,565.5257,0.03845
2026-06-30,P,567.0,19.24,15.155,566.5124,0.03845
2026-06-30,P,568.0,19.18,15.305,567.4997,0.03845
2026-06-30,P,569.0,19.06,15.41,568.4778,0.03845
2026-06-30,P,570.0,19.05,15.61,569.4751,0.03845
2026-06-30,P,571.0,18.92,15.715,570.4506,0.03845
2026-06-30,P,572.0,18.85,15.865,571.4357,0.03845
2026-06-30,P,573.0,18.8,16.02,572.4246,0.03845
2026-06-30,P,575.0,18.64,16.33,574.3893,0.03845
2026-06-30,P,578.0,18.43,16.805,577.3387,0.03845
2026-06-30,P,579.0,18.36,16.975,578.3217,0.03845
2026-06-30,P,580.0,18.29,17.14,579.3041,0.03845
2026-06-30,P,581.0,18.22,17.305,580.2842,0.03845
2026-06-30,P,582.0,18.19,17.515,581.2778,0.03845
2026-06-30,P,584.0,18.05,17.855,583.2376,0.03845
2026-06-30,P,585.0,17.98,18.035,584.2194,0.03845
2026-06-30,P,586.0,17.86,18.15,585.1818,0.03845
2026-06-30,P,587.0,17.79,18.33,586.1599,0.03845
2026-06-30,P,588.0,17.72,18.51,587.1371,0.03845
2026-06-30,P,590.0,17.57,18.865,589.0888,0.03845
2026-06-30,P,591.0,17.5,19.05,590.0646,0.03845
2026-06-30,P,592.0,17.42,19.225,591.0379,0.03845
2026-06-30,P,593.0,17.4,19.47,592.0299,0.03845
2026-06-30,P,595.0,17.21,19.795,593.9559,0.03845
2026-06-30,P,596.0,17.13,19.98,594.9264,0.03845
2026-06-30,P,597.0,17.06,20.18,595.8975,0.03845
2026-06-30,P,598.0,17.03,20.42,596.8855,0.03845
2026-06-30,P,599.0,16.91,20.57,597.8339,0.03845
2026-06-30,P,600.0,16.85,20.765,598.8094,0.03845
2026-06-30,P,602.0,1.56,27.13,243.0844,0.03845
2026-06-30,P,605.0,16.46,21.79,603.6229,0.03845
2026-06-30,P,606.0,16.39,22.0,604.5827,0.03845
2026-06-30,P,607.0,16.31,22.205,605.5409,0.03845
2026-06-30,P,608.0,16.23,22.425,606.5,0.03845
2026-06-30,P,609.0,16.51,23.645,607.6474,0.03845
2026-06-30,P,610.0,16.08,22.865,608.4121,0.03845
2026-06-30,P,613.0,15.91,23.595,611.3045,0.03845
2026-06-30,P,614.0,15.78,23.765,612.2225,0.03845
2026-06-30,P,615.0,15.7,23.995,613.1695,0.03845
2026-06-30,P,616.0,15.62,24.22,614.114,0.03845
2026-06-30,P,617.0,15.57,24.48,615.0782,0.03845
2026-06-30,P,618.0,15.47,24.705,616.0045,0.03845
2026-06-30,P,619.0,15.39,24.945,616.9445,0.03845
2026-06-30,P,620.0,15.31,25.19,617.8851,0.03845
2026-06-30,P,621.0,15.24,25.44,618.8228,0.03845
2026-06-30,P,622.0,15.18,25.695,619.7789,0.03845
2026-06-30,P,623.0,15.08,25.93,620.6886,0.03845
2026-06-30,P,624.0,15.0,26.19,621.6204,0.03845
2026-06-30,P,625.0,14.92,26.45,622.5489,0.03845
2026-06-30,P,626.0,14.84,26.715,623.4781,0.03845
2026-06-30,P,627.0,14.84,27.07,624.4781,0.03845
2026-06-30,P,628.0,14.68,27.24,625.3218,0.03845
2026-06-30,P,629.0,14.61,27.51,626.2437,0.03845
2026-06-30,P,630.0,14.53,27.79,627.1624,0.03845
2026-06-30,P,631.0,14.47,28.08,628.1044,0.03845
2026-06-30,P,632.0,14.37,28.335,628.9866,0.03845
2026-06-30,P,633.0,14.29,28.63,629.896,0.03845
2026-06-30,P,634.0,14.21,28.915,630.8018,0.03845
2026-06-30,P,635.0,14.12,29.195,631.7019,0.03845
2026-06-30,P,636.0,14.05,29.505,632.6085,0.03845
2026-06-30,P,637.0,14.0,29.82,633.5422,0.03845
2026-06-30,P,638.0,13.92,30.135,634.4392,0.03845
2026-06-30,P,639.0,13.8,30.405,635.2838,0.03845
2026-06-30,P,640.0,13.73,30.72,636.1731,0.03845
2026-06-30,P,641.0,13.65,31.03,637.0581,0.03845
2026-06-30,P,642.0,14.06,32.865,638.6249,0.03845
2026-06-30,P,643.0,13.48,31.66,638.8067,0.03845
2026-06-30,P,644.0,13.4,32.0,639.6843,0.03845
2026-06-30,P,645.0,13.32,32.325,640.547,0.03845
2026-06-30,P,650.0,12.92,34.06,644.8272,0.03845
2026-06-30,P,655.0,12.51,35.905,648.9842,0.03845
2026-06-30,P,660.0,12.1,37.875,652.98,0.03845
2026-06-30,P,665.0,11.7,40.005,656.8313,0.03845
2026-06-30,P,670.0,11.29,42.29,660.5082,0.03845
2026-06-30,P,675.0,11.03,44.76,664.5221,0.03845
2026-06-30,P,680.0,10.54,47.415,667.4053,0.03845
2026-06-30,P,690.0,9.79,53.365,673.3497,0.03845
2026-06-30,P,695.0,9.7,56.69,677.7756,0.03845
2026-06-30,P,700.0,9.17,60.24,678.9928,0.03845
2026-06-30,P,705.0,8.91,64.02,681.9092,0.03845
2026-06-30,P,730.0,22.31,107.86,729.845,0.03845
2026-06-30,P,740.0,23.42,117.855,739.8974,0.03845
2026-09-18,C,300.0,53.38,352.865,363.5136,0.03845
2026-09-18,C,305.0,45.26,341.25,354.9217,0.03845
2026-09-18,C,310.0,52.23,343.455,354.3987,0.03845
2026-09-18,C,315.0,51.65,338.755,349.8336,0.03845
2026-09-18,C,320.0,51.08,334.055,345.2597,0.03845
2026-09-18,C,325.0,50.51,329.355,340.6963,0.03845
2026-09-18,C,330.0,44.17,317.945,332.4731,0.03845
2026-09-18,C,335.0,0.0,304.38,308.1713,0.03845
2026-09-18,C,345.0,43.08,303.945,318.8623,0.03845
2026-09-18,C,360.0,48.42,296.565,310.4957,0.03845
2026-09-18,C,370.0,47.24,287.235,301.4073,0.03845
2026-09-18,C,390.0,0.0,252.74,253.1713,0.03845
2026-09-18,C,395.0,0.0,247.8,248.1713,0.03845
2026-09-18,C,400.0,43.81,259.37,274.298,0.03845
2026-09-18,C,405.0,40.81,251.32,267.1995,0.03845
2026-09-18,C,410.0,42.71,250.14,265.262,0.03845
2026-09-18,C,415.0,42.16,245.535,260.7507,0.03845
2026-09-18,C,420.0,38.61,236.495,252.9763,0.03845
2026-09-18,C,425.0,41.09,236.36,251.8368,0.03845
2026-09-18,C,430.0,33.5,222.395,239.7223,0.03845
2026-09-18,C,435.0,38.02,223.895,240.4604,0.03845
2026-09-18,C,440.0,39.51,222.67,238.4268,0.03845
2026-09-18,C,445.0,22.21,198.94,218.5621,0.03845
2026-09-18,C,450.0,38.5,213.605,229.5309,0.03845
2026-09-18,C,455.0,37.99,209.095,225.1306,0.03845
2026-09-18,C,460.0,37.49,204.595,220.7245,0.03845
2026-09-18,C,465.0,22.97,181.3,201.0413,0.03845
2026-09-18,C,470.0,36.52,195.645,211.9083,0.03845
2026-09-18,C,475.0,36.03,191.185,207.4879,0.03845
2026-09-18,C,480.0,35.55,186.75,203.1316,0.03845
2026-09-18,C,485.0,35.08,182.33,198.8002,0.03845
2026-09-18,C,490.0,34.6,177.925,194.4581,0.03845
2026-09-18,C,495.0,34.14,173.54,190.1232,0.03845
2026-09-18,C,500.0,33.68,169.18,185.7848,0.03845
2026-09-18,C,505.0,33.22,164.83,181.4411,0.03845
2026-09-18,C,510.0,32.77,160.52,177.1981,0.03845
2026-09-18,C,515.0,32.32,156.205,172.9476,0.03845
2026-09-18,C,520.0,31.88,151.975,168.6898,0.03845
2026-09-18,C,525.0,31.43,147.735,164.4166,0.03845
2026-09-18,C,530.0,31.0,143.44,160.1645,0.03845
2026-09-18,C,535.0,30.52,139.29,155.9224,0.03845
2026-09-18,C,540.0,30.05,135.07,151.6901,0.03845
2026-09-18,C,545.0,29.71,130.89,147.6784,0.03845
2026-09-18,C,550.0,29.18,126.825,143.3049,0.03845
2026-09-18,C,555.0,28.74,122.725,139.1288,0.03845
2026-09-18,C,560.0,28.3,118.675,135.0215,0.03845
2026-09-18,C,565.0,27.87,114.585,130.9331,0.03845
2026-09-18,C,570.0,27.43,110.575,126.7904,0.03845
2026-09-18,C,575.0,27.18,106.6,123.0692,0.03845
2026-09-18,C,580.0,26.58,102.65,118.6874,0.03845
2026-09-18,C,585.0,26.15,98.77,114.6821,0.03845
2026-09-18,C,590.0,25.9,94.895,111.0415,0.03845
2026-09-18,C,595.0,25.47,91.045,107.0206,0.03845
2026-09-18,C,600.0,24.87,87.245,102.7354,0.03845
2026-09-18,C,605.0,24.44,83.48,98.8102,0.03845
2026-09-18,C,610.0,24.16,79.765,95.2197,0.03845
2026-09-18,C,615.0,23.59,76.08,91.0202,0.03845
2026-09-18,C,620.0,23.31,72.46,87.5496,0.03845
2026-09-18,C,625.0,22.77,68.87,83.4529,0.03845
2026-09-18,C,630.0,22.35,65.34,79.6828,0.03845
2026-09-18,C,635.0,21.94,61.87,76.0257,0.03845
2026-09-18,C,640.0,21.53,58.47,72.3617,0.03845
2026-09-18,C,645.0,21.22,55.13,68.9871,0.03845
2026-09-18,C,650.0,20.71,51.865,65.2298,0.03845
2026-09-18,C,655.0,20.4,48.67,61.9313,0.03845
2026-09-18,C,660.0,20.0,45.555,58.5121,0.03845
2026-09-18,C,665.0,19.4,42.51,54.6192,0.03845
2026-09-18,C,670.0,19.03,39.585,51.3308,0.03845
2026-09-18,C,675.0,18.67,36.76,48.2328,0.03845
2026-09-18,C,680.0,18.31,34.035,45.1272,0.03845
2026-09-18,C,685.0,17.97,31.43,42.1924,0.03845
2026-09-18,C,690.0,17.63,28.925,39.3013,0.03845
2026-09-18,C,695.0,17.38,26.58,36.735,0.03845
2026-09-18,C,700.0,17.0,24.3,33.895,0.03845
2026-09-18,C,705.0,16.76,22.205,31.5194,0.03845
2026-09-18,C,710.0,16.42,20.195,28.9653,0.03845
2026-09-18,C,715.0,16.2,18.345,26.801,0.03845
2026-09-18,C,720.0,15.94,16.58,24.6365,0.03845
2026-09-18,C,725.0,15.67,15.015,22.5268,0.03845
2026-09-18,C,730.0,15.38,13.47,20.4579,0.03845
2026-09-18,C,735.0,15.17,12.11,18.7104,0.03845
2026-09-18,C,740.0,15.04,10.93,17.1753,0.03845
2026-09-18,C,745.0,14.85,9.79,15.6594,0.03845
2026-09-18,C,750.0,14.62,8.735,14.0706,0.03845
2026-09-18,C,755.0,14.55,7.815,12.9712,0.03845
2026-09-18,C,760.0,14.38,6.96,11.6835,0.03845
2026-09-18,C,765.0,14.27,6.18,10.6488,0.03845
2026-09-18,C,770.0,14.14,5.495,9.6119,0.03845
2026-09-18,C,775.0,14.0,4.88,8.6312,0.03845
2026-09-18,C,780.0,13.85,4.31,7.7139,0.03845
2026-09-18,C,785.0,13.76,3.825,6.9495,0.03845
2026-09-18,C,790.0,13.68,3.39,6.2665,0.03845
2026-09-18,C,795.0,13.6,3.005,5.6278,0.03845
2026-09-18,C,800.0,13.54,2.67,5.085,0.03845
2026-09-18,C,805.0,13.59,2.405,4.7004,0.03845
2026-09-18,C,810.0,13.55,2.135,4.2491,0.03845
2026-09-18,C,815.0,13.53,1.905,3.8559,0.03845
2026-09-18,C,820.0,13.51,1.725,3.4887,0.03845
2026-09-18,C,825.0,13.5,1.52,3.1767,0.03845
2026-09-18,C,830.0,13.5,1.36,2.8785,0.03845
2026-09-18,C,835.0,13.51,1.225,2.6364,0.03845
2026-09-18,C,840.0,13.52,1.095,2.3919,0.03845
2026-09-18,C,845.0,13.54,0.99,2.1926,0.03845
2026-09-18,C,850.0,13.58,0.895,2.0229,0.03845
2026-09-18,C,855.0,13.61,0.81,1.8407,0.03845
2026-09-18,C,860.0,13.64,0.73,1.6982,0.03845
2026-09-18,C,870.0,13.72,0.6,1.4353,0.03845
2026-09-18,C,880.0,13.81,0.49,1.2255,0.03845
2026-09-18,C,890.0,13.94,0.41,1.0619,0.03845
2026-09-18,C,900.0,13.83,0.315,0.8276,0.03845
2026-09-18,P,300.0,39.6,2.04,300.0,0.03845
2026-09-18,P,305.0,38.98,2.105,304.9999,0.03845
2026-09-18,P,310.0,38.45,2.185,309.9999,0.03845
2026-09-18,P,315.0,38.06,2.295,314.9999,0.03845
2026-09-18,P,320.0,37.56,2.38,319.9999,0.03845
2026-09-18,P,325.0,37.05,2.47,324.9999,0.03845
2026-09-18,P,330.0,36.54,2.56,329.9998,0.03845
2026-09-18,P,335.0,36.05,2.66,334.9998,0.03845
2026-09-18,P,340.0,35.56,2.76,339.9998,0.03845
2026-09-18,P,345.0,34.81,2.85,344.9997,0.03845
2026-09-18,P,350.0,34.6,2.965,349.9997,0.03845
2026-09-18,P,355.0,34.13,3.075,354.9996,0.03845
2026-09-18,P,360.0,33.68,3.195,359.9995,0.03845
2026-09-18,P,365.0,33.22,3.31,364.9994,0.03845
2026-09-18,P,370.0,32.76,3.435,369.9993,0.03845
2026-09-18,P,375.0,32.33,3.57,374.9991,0.03845
2026-09-18,P,380.0,31.88,3.7,379.9989,0.03845
2026-09-18,P,385.0,31.44,3.84,384.9987,0.03845
2026-09-18,P,390.0,31.02,3.99,389.9985,0.03845
2026-09-18,P,395.0,30.6,4.145,394.9982,0.03845
2026-09-18,P,400.0,30.2,4.31,399.9979,0.03845
2026-09-18,P,405.0,29.79,4.48,404.9975,0.03845
2026-09-18,P,410.0,29.4,4.665,409.997,0.03845
2026-09-18,P,415.0,29.0,4.855,414.9965,0.03845
2026-09-18,P,420.0,28.65,5.055,419.9959,0.03845
2026-09-18,P,425.0,28.23,5.26,424.9951,0.03845
2026-09-18,P,430.0,27.64,5.475,429.9938,0.03845
2026-09-18,P,435.0,27.28,5.71,434.9928,0.03845
2026-09-18,P,440.0,26.92,5.95,439.9916,0.03845
2026-09-18,P,445.0,26.57,6.21,444.9902,0.03845
2026-09-18,P,450.0,26.19,6.48,449.9886,0.03845
2026-09-18,P,455.0,25.86,6.755,454.9869,0.03845
2026-09-18,P,460.0,25.57,7.08,459.9852,0.03845
2026-09-18,P,465.0,25.18,7.36,464.9826,0.03845
2026-09-18,P,470.0,24.9,7.715,469.9804,0.03845
2026-09-18,P,475.0,24.51,8.045,474.9769,0.03845
2026-09-18,P,480.0,24.2,8.395,479.9737,0.03845
2026-09-18,P,485.0,23.87,8.77,484.9699,0.03845
2026-09-18,P,490.0,23.54,9.185,489.9655,0.03845
2026-09-18,P,495.0,23.23,9.585,494.9607,0.03845
2026-09-18,P,500.0,22.91,10.045,499.9551,0.03845
2026-09-18,P,505.0,22.6,10.535,504.9488,0.03845
2026-09-18,P,510.0,22.28,10.955,509.9416,0.03845
2026-09-18,P,515.0,21.97,11.46,514.9335,0.03845
2026-09-18,P,520.0,21.66,11.985,519.9243,0.03845
2026-09-18,P,525.0,21.36,12.575,524.9142,0.03845
2026-09-18,P,530.0,21.05,13.145,529.9022,0.03845
2026-09-18,P,535.0,20.74,13.755,534.8888,0.03845
2026-09-18,P,540.0,20.43,14.385,539.8733,0.03845
2026-09-18,P,545.0,20.12,15.085,544.8561,0.03845
2026-09-18,P,550.0,19.81,15.735,549.8361,0.03845
2026-09-18,P,555.0,19.54,16.46,554.8165,0.03845
2026-09-18,P,560.0,19.2,17.21,559.788,0.03845
2026-09-18,P,565.0,18.88,18.04,564.7584,0.03845
2026-09-18,P,570.0,18.57,18.815,569.7243,0.03845
2026-09-18,P,575.0,18.25,19.675,574.6859,0.03845
2026-09-18,P,580.0,17.93,20.61,579.6407,0.03845
2026-09-18,P,585.0,17.61,21.485,584.5886,0.03845
2026-09-18,P,590.0,17.28,22.455,589.5283,0.03845
2026-09-18,P,595.0,16.95,23.46,594.4582,0.03845
2026-09-18,P,600.0,16.62,24.56,599.3774,0.03845
2026-09-18,P,605.0,16.29,25.56,604.2851,0.03845
2026-09-18,P,610.0,15.93,26.805,609.172,0.03845
2026-09-18,P,615.0,15.64,27.96,614.0657,0.03845
2026-09-18,P,620.0,15.24,29.21,618.8944,0.03845
2026-09-18,P,625.0,14.88,30.515,623.7146,0.03845
2026-09-18,P,630.0,14.52,31.945,628.5021,0.03845
2026-09-18,P,635.0,14.16,33.355,633.264,0.03845
2026-09-18,P,640.0,13.79,34.94,637.9693,0.03845
2026-09-18,P,645.0,13.42,36.635,642.6299,0.03845
2026-09-18,P,650.0,13.05,38.285,647.2364,0.03845
2026-09-18,P,655.0,12.71,39.98,651.8123,0.03845
2026-09-18,P,660.0,12.33,41.9,656.2701,0.03845
2026-09-18,P,665.0,11.96,43.95,660.6425,0.03845
2026-09-18,P,670.0,11.57,46.115,664.8849,0.03845
2026-09-18,P,675.0,11.29,48.555,669.2283,0.03845
2026-09-18,P,680.0,10.83,50.89,673.0322,0.03845
2026-09-18,P,685.0,12.52,58.055,681.5535,0.03845
2026-09-18,P,690.0,10.23,56.38,681.0489,0.03845
2026-09-18,P,695.0,9.9,59.405,684.695,0.03845
2026-09-18,P,700.0,9.59,62.65,688.3015,0.03845
2026-09-18,P,705.0,9.09,66.07,690.5356,0.03845
2026-09-18,P,710.0,9.14,69.77,695.8592,0.03845
2026-09-18,P,715.0,8.87,73.695,699.1856,0.03845
2026-09-18,P,725.0,11.83,86.75,720.3955,0.03845
2026-09-18,P,735.0,9.02,92.015,720.1526,0.03845
2026-09-18,P,745.0,0.0,120.33,101.8287,0.03845
2026-09-18,P,750.0,10.03,107.02,740.2446,0.03845
2026-09-18,P,800.0,13.09,157.015,797.2801,0.03845
2026-12-18,C,200.0,59.92,448.0,457.1346,0.03845
2026-12-18,C,210.0,58.82,438.5,448.047,0.03845
2026-12-18,C,220.0,43.08,422.01,435.2271,0.03845
2026-12-18,C,230.0,0.0,373.565,413.1422,0.03845
2026-12-18,C,240.0,0.0,345.0,403.1422,0.03845
2026-12-18,C,245.0,0.0,372.505,398.1422,0.03845
2026-12-18,C,250.0,55.05,401.0,412.046,0.03845
2026-12-18,C,255.0,0.0,351.28,388.1422,0.03845
2026-12-18,C,260.0,0.0,373.01,383.1422,0.03845
2026-12-18,C,265.0,45.46,380.075,394.8025,0.03845
2026-12-18,C,270.0,53.34,382.5,394.2382,0.03845
2026-12-18,C,275.0,44.8,370.75,385.6955,0.03845
2026-12-18,C,280.0,48.92,368.42,383.3,0.03845
2026-12-18,C,285.0,51.79,368.5,380.8068,0.03845
2026-12-18,C,290.0,49.34,359.945,375.0482,0.03845
2026-12-18,C,295.0,47.75,354.45,369.8645,0.03845
2026-12-18,C,300.0,50.21,354.5,367.3135,0.03845
2026-12-18,C,305.0,38.98,340.0,356.7038,0.03845
2026-12-18,C,310.0,52.26,345.5,360.7793,0.03845
2026-12-18,C,315.0,47.19,336.875,352.7561,0.03845
2026-12-18,C,320.0,0.0,314.37,323.1422,0.03845
2026-12-18,C,325.0,50.43,331.5,347.327,0.03845
2026-12-18,C,330.0,49.51,326.5,342.5429,0.03845
2026-12-18,C,335.0,49.07,322.0,338.1948,0.03845
2026-12-18,C,340.0,48.63,317.5,333.8349,0.03845
2026-12-18,C,345.0,0.0,262.57,298.1422,0.03845
2026-12-18,C,350.0,47.29,308.0,324.6604,0.03845
2026-12-18,C,355.0,46.84,303.5,320.2845,0.03845
2026-12-18,C,360.0,0.0,256.08,283.1422,0.03845
2026-12-18,C,365.0,42.74,290.87,308.3567,0.03845
2026-12-18,C,370.0,41.28,285.25,302.9293,0.03845
2026-12-18,C,375.0,44.62,285.0,302.457,0.03845
2026-12-18,C,380.0,32.79,268.02,287.5285,0.03845
2026-12-18,C,385.0,32.68,263.505,283.1568,0.03845
2026-12-18,C,390.0,43.24,271.5,289.297,0.03845
